Sample ID,Grab ID,Profile ID,Sample Number,Collect DateTime,Depth (m),Site Type,Area,Locator,Site,Parameter,Value,Units,QualityId,Lab Qualifier,MDL,RDL,Text Value,Sample Info,Steward Note,Replicates,Replicate Of,Method,Date Analyzed,Data Source
102413,102413,47291,L3278-15,03/22/1994 12:01:00 PM,1,Large Lakes,Lake Sammamish,622,Lake Sammamish near George Davis Creek,Pheophytin a,1.4,mg/m3,2,,0.01,0.05,,,,,,SM10200-H,,KCEL
54864,54864,41879,L60530-40,06/23/2014 10:04:00 AM,15,Large Lakes,Lake Sammamish,612,Lake Sammamish mid-lake central,Chlorophyll a,2.15,ug/L,2,,0.5,1,,,,,,EPA446.0,07/01/2014,KCEL
80057,80057,42638,L86-4,12/01/1992 0:00,3,Large Lakes,Lake Washington,807,Lake Washington Juanita Bay,Conductivity  Field,99,umhos/cm,2,,,,,,,,,,,KCEL
72827,72827,43045,9214306,11/02/1992 0:00,1,Large Lakes,Lake Union/Ship Canal,A522,Lake Union near west shore,Orthophosphate Phosphorus,0.007,mg/L,2,,,,.007||King County Lakes Database/B53301,,,,,SM4500-P-F,,KCEL
34243,,34788,L63638-5,09/16/2015 11:38:00 AM,,Streams and Rivers,Coal,442,Coal Creek upstream of 119th Ave SE,Orthophosphate Phosphorus,0.0155,mg/L,2,,0.0005,0.002,,,,,,SM4500-P-F,09/18/2015,KCEL
34859,,38550,L65365-12,05/10/2016 14:38,,Streams and Rivers,Kelsey,444,Kelsey Creek at 121st Ave SE,Silica,25.4,mg/L,2,,0.3,0.6,,,,,,WHITLEDGE 1981,05/11/2016,KCEL
27969,,29330,L41205-12,05/21/2007 10:59:00 AM,,Streams and Rivers,Lyon,430,Lyon Creek mouth at Bothell Way NE,Silica,14.5,mg/L,2,,0.5,1,,,,,,WHITLEDGE 1981 (03-03-012-003),06/15/2007,KCEL
48238,48238,41249,L29119-50,08/05/2003 10:47,7,Large Lakes,Lake Sammamish,612,Lake Sammamish mid-lake central,Dissolved Oxygen  Field,12,mg/L,6,E,,,End Calibration Check Out of Control Windows,,,,,Hydrolab (02-01-005-002),,KCEL
15353,15353,9385,9007364,07/17/1990 12:00:00 AM,1,Streams and Rivers,Venema,KTHA03,Venema Creek at Pipers Creek Trail,Temperature,12,deg C,2,,,,12.0||King County Nstream Database/B53311,,,,,,,KCEL
103225,103225,46079,L18068-26,06/13/2000 12:30:00 PM,1,Large Lakes,Lake Sammamish,625,Lake Sammamish near outlet,Dissolved Oxygen Saturation  Field,97.6,%,2,,,,,,,,,NONE,,KCEL
182493,182493,78559,L73063-18,08/12/2019 8:46,0.95,Large Lakes,Lake Union/Ship Canal,540,Ship Canal near Montlake Bridge,Chlorophyll  Field,0.79,ug/L,1,<RDL,0.5,1,,,,,,KCEL SOP# 245,08/12/2019,KCEL
94275,94275,44280,L9473-62,09/16/1996 10:35:00 AM,16,Large Lakes,Lake Washington,826,Lake Washington off Sand Point,Dissolved Oxygen Saturation  Field,56.2,%,2,,,,,,,,,NONE,,KCEL
90959,90959,44445,L57114-30,12/10/2012 10:25,10,Large Lakes,Lake Washington,826,Lake Washington off Sand Point,Dissolved Oxygen  Field,9.7,mg/L,2,,0.5,1,,,,,,HYDROLAB,,KCEL
21463,,12890,L7932-8,04/01/1996 13:00,,Streams and Rivers,Eden,A690,Eden Creek mouth at E Lake Sammamish Pkwy,Storm Or Non-Storm,,none,2,,,,S,,,,,NONE,,KCEL
152723,,59778,L31658-13,04/14/2004 11:06:00 AM,,Streams and Rivers,Cedar,X438,Cedar River mouth,Orthophosphate Phosphorus,0.0049,mg/L,2,<RDL,0.002,0.005,,,,,,SM4500-P-F (03-03-012-002),04/21/2004,KCEL
62849,62849,41705,L44015-11,10/01/2007 11:35,54.8,Large Lakes,Lake Washington,852,Lake Washington Madison Park,Total Phosphorus,0.0256,mg/L,2,,0.005,0.01,,,,,,SM4500-P-B F(03-03-013-003)C,10/04/2007,KCEL
122034,122034,49947,L39178-143,05/15/2006 12:16:00 PM,10.1,Large Lakes,Lake Washington,831,Lake Washington mid-lake south,pH  Field,9.2,pH,2,,,,,,,,,Hydrolab (02-01-005-002),,KCEL
10713,10713,3921,8215537,08/18/1982 12:00:00 AM,1,Streams and Rivers,Cottage Lake Creek,N484,Cottage Lake Creek at Tolt Pipeline,pH,7.7,pH,2,,,,7.7||King County Nstream Database/RS4,,,,,,,KCEL
86825,86825,44323,L41892-55,02/13/2007 10:27:00 AM,15,Large Lakes,Lake Washington,826,Lake Washington off Sand Point,Temperature,6.7,deg C,2,,,,,,,,,Hydrolab (02-01-005-002),,KCEL
33723,,28661,L62297-4,03/09/2015 11:15,,Streams and Rivers,Harris Creek,HARRIS_1,Harris Creek at Carnation Duvall Rd,Turbidity,2.96,NTU,2,,0.2,0.5,,,,,,SM2130-B,03/10/2015,KCEL
59159,59159,41379,L23117-6,01/07/2002 14:22,61.4,Large Lakes,Lake Washington,852,Lake Washington Madison Park,Total Alkalinity,37,mg CaCO3/L,2,,0.2,10,,,,,,SM2320-B (03-03-001-002),01/15/2002,KCEL
14741,14741,36172,8905049,04/12/1989 0:00,1,Streams and Rivers,Green,311,Green River at Interurban,Enterococcus,11,ORG/100g,6,E,,,11||King County Nstream Database/B53311,,,,,L,,KCEL
117804,117804,50539,L41358-145,12/04/2006 13:26,24,Large Lakes,Lake Washington,840,Lake Washington east of Mercer Island,Dissolved Oxygen  Field,9.7,mg/L,2,,0.5,1,,,,,,Hydrolab (02-01-005-002),,KCEL
76760,76760,42375,L55191-4,03/13/2012 08:55:00 AM,5,Large Lakes,Lake Union/Ship Canal,A522,Lake Union near west shore,Silica,6.52,mg/L,2,,0.05,0.1,,,,,,WHITLEDGE 1981,03/15/2012,KCEL
72962,72962,42786,L12567-7,01/06/1998 15:16,5,Large Lakes,Lake Union/Ship Canal,A522,Lake Union near west shore,Total Alkalinity,34.3,mg CaCO3/L,2,,0.2,1,,,,,,SM2320-B,01/07/1998,KCEL
35700,,4406,L67269-5,03/15/2017 10:21:00 AM,,Streams and Rivers,Crisp,F321,Crisp Creek below hatchery intake,Total Nitrogen,0.958,mg/L,2,,0.05,0.1,,,,,,SM4500-N-C,03/21/2017,KCEL
58770,58770,41722,L19154-10,10/30/2000 04:04:00 PM,50,Large Lakes,Lake Washington,852,Lake Washington Madison Park,Ammonia Nitrogen,,mg/L,2,<MDL,0.01,0.02,,,,,,SM4500-NH3-G (03-03-012-001),11/08/2000,KCEL
91079,91079,44387,L57670-12,04/08/2013 10:45,5.3,Large Lakes,Lake Washington,826,Lake Washington off Sand Point,Silica,7.33,mg/L,2,,0.05,0.1,,,,,,WHITLEDGE 1981,04/17/2013,KCEL
82420,,44070,L5573-10,03/06/1995 11:15,,Large Lakes,Lake Washington,804,Lake Washington north end,Orthophosphate Phosphorus,0.0124,mg/L,2,,0.002,0.005,,,,,,SM4500-P-F,,KCEL
33842,,8358,L62555-1,04/28/2015 07:20:00 AM,,Streams and Rivers,Bear,C484,Bear Creek at NE 95th St,Ammonia Nitrogen,0.0099,mg/L,3,<RDL H SH,0.002,0.01,,,,,,KEROUEL & AMINOT 1997,05/06/2015,KCEL
108833,108833,47587,L6253-88,06/06/1995 14:11,6,Large Lakes,Lake Washington,890,Lake Washington south of I-90,Conductivity  Field,97.4,umhos/cm,2,,,,,,,,,NONE,,KCEL
151557,151557,59082,L69117-64,11/27/2017 10:57:00 AM,16,Large Lakes,Lake Washington,852,Lake Washington Madison Park,Dissolved Oxygen  Field,9.9,mg/L,1,,0.5,1,,,,,,KCEL SOP# 245,11/27/2017,KCEL
137139,137139,52087,L65771-1,07/12/2016 8:02,1.1,Large Lakes,Lake Union/Ship Canal,512,Ship Canal above locks,Chlorophyll  Field,6.3,ug/L,2,,0.5,1,,,,,,KCEL SOP# 245,07/12/2016,KCEL
126685,,49490,L61359-34,10/13/2014 11:22:00 AM,,Large Lakes,Lake Washington,831,Lake Washington mid-lake south,Pheophytin a,,ug/L,2,<MDL,1,2.02,,,,,,EPA446.0,10/23/2014,KCEL
70596,70596,41950,L65774-27,07/26/2016 11:09:00 AM,49.6,Large Lakes,Lake Washington,852,Lake Washington Madison Park,Ammonia Nitrogen,,mg/L,2,<MDL,0.002,0.01,,,,,,KEROUEL & AMINOT 1997,07/27/2016,KCEL
128480,,50467,L13027-20,03/24/1998 12:00:00 AM,,Large Lakes,Lake Washington,829,Lake Washington south end,Sampling Method,10000,none,2,,,,,,,,,NONE,,KCEL
27490,,14069,L38935-1,05/09/2006 8:59,,Streams and Rivers,Lewis,A617,Lewis Creek mouth at 187th Ave SE,Total Nitrogen,0.919,mg/L,2,,0.05,0.1,,,,,,SM4500-N-C (03-03-013-002),05/10/2006,KCEL
108159,108159,47685,L45655-104,05/12/2008 12:33,45,Large Lakes,Lake Washington,890,Lake Washington south of I-90,Temperature,7.21,deg C,2,,,,,,,,,HYDROLAB (SOP 205V4),,KCEL
140893,140893,55247,L69050-68,11/13/2017 10:41:00 AM,21.3,Large Lakes,Lake Washington,852,Lake Washington Madison Park,BGA PC  Field,,ug/L,1,<MDL,0.5,1,,,,,,KCEL SOP# 245,11/13/2017,KCEL
116079,116079,49619,L21908-66,08/20/2001 01:31:00 PM,11.6,Large Lakes,Lake Washington,840,Lake Washington east of Mercer Island,Dissolved Oxygen Saturation  Field,74,%,2,,,,,,,,,,,KCEL
82370,82370,43565,L54222-42,09/13/2011 10:32:00 AM,1,Large Lakes,Lake Washington,804,Lake Washington north end,Chlorophyll  Field,5.2,ug/L,2,,0.5,1,,,,,,HYDROLAB,,KCEL
20390,,19074,L499-6,02/17/1993 11:04:00 AM,,Streams and Rivers,Soos,A320,Soos Creek mouth below Soos Creek Hatchery,Total Phosphorus,0.047,mg/L,2,,0.005,0.01,,,,,,,,KCEL
164929,,71340,L54460-3,10/19/2011 11:22:00 AM,,Marine Intertidal,Central Puget Sound,KSHZ03,Carkeek Park - Piper's Creek Outflow,Nitrite + Nitrate Nitrogen,0.419,mg/L,1,,0.01,0.04,,,,,,SM4500-NO3-F,10/31/2011,KCEL
99677,99677,46161,L3610-26,05/03/1994 11:35,9,Large Lakes,Lake Sammamish,617,Lake Sammamish near Lewis Creek,Dissolved Oxygen  Field,12.3,mg/L,2,,,,,,,,,Hydro lab Probe,,KCEL
156524,,68273,L70249-8,06/13/2018 01:03:00 PM,,Streams and Rivers,Swamp,470,Swamp Creek mouth at Bothell Way NE,Fecal Coliform,92,CFU/100ml,2,,,,,,,,,SM 9222D 20TH,06/14/2018,KCEL
5722,,2165,L67486-10,04/11/2017 14:20,,Streams and Rivers,Bear,484,Bear Creek downstream of Redmond Way,Total Alkalinity,40.2,mg CaCO3/L,2,,1,5,,,,,,SM2320-B,04/12/2017,KCEL
161407,161407,69590,L72082-6,03/26/2019 09:01:00 AM,5,Large Lakes,Lake Sammamish,SAMMBUOY,Lake Sammamish YSI Profiler Buoy,Conductivity  Field,107,umhos/cm,1,,0.5,10,,,,,,KCEL SOP# 245,03/26/2019,KCEL
13101,13101,37831,8610948,12/11/1986 0:00,1,Streams and Rivers,Kelsey,444,Kelsey Creek at 121st Ave SE,Conductivity,202,umhos/cm,2,,,,202||King County Nstream Database/B53311,,,,,,,KCEL
126655,126655,49621,L61281-61,09/15/2014 12:10:00 PM,10,Large Lakes,Lake Washington,831,Lake Washington mid-lake south,Dissolved Oxygen Saturation  Field,90.3,%,2,,,,,,,,,HYDROLAB,09/15/2014,KCEL
40347,40347,40693,L43980-51,09/11/2007 12:13,11,Large Lakes,Lake Sammamish,611,Lake Sammamish mid-lake north,pH  Field,7.11,pH,2,,,,,,,,,Hydrolab (02-01-005-002),,KCEL
24784,,35833,L27142-12,02/12/2003 13:30,,Streams and Rivers,Bear,484,Bear Creek downstream of Redmond Way,Total Phosphorus,0.0444,mg/L,2,,0.005,0.01,,,,,,SM4500-P-B FMOD(03-03-013-001),02/18/2003,KCEL
54045,54045,41267,L58023-13,05/28/2013 09:34:00 AM,12,Large Lakes,Lake Sammamish,612,Lake Sammamish mid-lake central,Dissolved Oxygen Saturation  Field,86,%,2,,,,,,,,,HYDROLAB,05/28/2013,KCEL
28436,,6536,L42883-4,06/05/2007 11:07,,Streams and Rivers,Issaquah,A632,Issaquah Creek North Fork mouth at 4th Ave NW,E. coli,47,CFU/100ml,2,,,,,,,,,METRO MC SOP 6.5.1,06/06/2007,KCEL
20404,,26132,L503-1,02/16/1993 10:26:00 AM,,Streams and Rivers,Pipers,KTHA02,Pipers Creek upstream of S Ridge Trail,Enterococcus,47,CFU/100ml,2,,,,,,,,,SM-9230 C ed.17,,KCEL
181806,,78121,L11830-10,09/09/1997 12:35,,Streams and Rivers,Duwamish,305,Duwamish at Spokane St Bridge,pH,7.77,pH,2,,,,,,,,,SM4500-H-B,,KCEL
121698,121698,50475,L36261-96,07/18/2005 02:08:00 PM,19,Large Lakes,Lake Washington,831,Lake Washington mid-lake south,Conductivity  Field,104,umhos/cm,2,,0.5,10,,,,,,Hydrolab (02-01-005-002),,KCEL
99027,99027,46257,L16545-7,10/05/1999 10:44,9,Large Lakes,Lake Sammamish,617,Lake Sammamish near Lewis Creek,Total Phosphorus,0.009,mg/L,2,<RDL,0.005,0.01,,,,,,SM4500-P-B Fmod(03-03-013-000),10/06/1999,KCEL
17896,,5973,L13360-12,05/12/1998 11:40,,Streams and Rivers,Covington,C320,Covington Creek at SE Auburn-Black Diamond Rd,Storm Or Non-Storm,,none,2,,,,N,,,,,NONE,,KCEL
166576,,72803,L50403-11,03/16/2010 10:20:00 AM,,Marine Intertidal,Central Puget Sound,LTBD27,SAM Sculpture Park,Temperature,9,deg C,1,,,,,,,,,NONE,,KCEL
12446,12446,33878,8515430,09/03/1985 0:00,1,Streams and Rivers,Green,311,Green River at Interurban,Dissolved Oxygen,8.09,mg/L,2,,,,8.09||King County Nstream Database/RS4,,,,,,,KCEL
74902,74902,42960,L42392-7,04/10/2007 9:30,5,Large Lakes,Lake Union/Ship Canal,A522,Lake Union near west shore,Total Alkalinity,37.9,mg CaCO3/L,2,,1,10,,,,,,SM2320-B (03-03-001-003),04/16/2007,KCEL
30798,,14253,L51818-1,10/05/2010 9:59,,Streams and Rivers,Shinglemill,VA12A,Shinglemill Creek at SW Cedarhurst Rd,Total Alkalinity,76.9,mg CaCO3/L,2,,1,5,,,,,,SM2320-B,10/07/2010,KCEL
98678,98674,45702,L42740-28,05/14/2007 10:52:00 AM,3,Large Lakes,Lake Washington,817,Lake Washington near Thornton Creek,Conductivity  Field,97.9,umhos/cm,2,,0.5,10,,,,,,Hydrolab (02-01-005-002),,KCEL
42280,42280,40926,L52722-44,03/15/2011 09:24:00 AM,1,Large Lakes,Lake Sammamish,611,Lake Sammamish mid-lake north,Total Nitrogen,0.531,mg/L,2,,0.05,0.1,,,,,,SM4500-N-C,03/18/2011,KCEL
23746,,10318,L22468-3,11/14/2001 10:12:00 AM,,Streams and Rivers,McAleer,A432,McAleer at Bothell Way NE,Fecal Coliform,960,CFU/100ml,2,,,,,,,,,SM-9222 D ed.17,11/15/2001,KCEL
109009,109009,47602,L8831-41,06/17/1996 02:11:00 PM,1,Large Lakes,Lake Washington,890,Lake Washington south of I-90,Turbidity  Field,0,NTU,2,,,,,,,,,NONE,,KCEL
18268,,15072,L14389-3,11/10/1998 9:57,,Streams and Rivers,Soos,A320,Soos Creek mouth below Soos Creek Hatchery,Nitrite + Nitrate Nitrogen,0.796,mg/L,2,,0.02,0.04,,,,,,SM4500-NO3-F (03-03-004-001),11/12/1998,KCEL
139081,139081,54967,8908837,10/10/1989 0:00,1,Large Lakes,Lake Washington,834,Lake Washington Meydenbauer Bay,Enterococcus,4,ORG/100g,6,E,,,4||King County Lakes Database/B53301,,,,,L,,KCEL
25074,,28924,L28767-10,07/14/2003 12:50:00 PM,,Streams and Rivers,Little Soos,G320,Little Soos Creek at SE 272nd St,E. coli,270,CFU/100ml,2,,,,,,,,,METRO MC SOP 6.5.1,07/15/2003,KCEL
129985,129985,50877,L33573-76,10/04/2004 13:55,1,Large Lakes,Lake Washington,4903,Lake Washington near Henderson St,Conductivity  Field,105,umhos/cm,2,,0.5,10,,,,,,Hydrolab (02-01-005-002),,KCEL
43539,43539,41098,L59211-36,11/13/2013 10:49:00 AM,10,Large Lakes,Lake Sammamish,611,Lake Sammamish mid-lake north,pH  Field,7.31,pH,2,,,,,,,,,HYDROLAB,11/13/2013,KCEL
24083,,32305,L23634-6,03/11/2002 11:21,,Streams and Rivers,North,474,North Creek mouth at Sammamish River Trail,Dissolved Oxygen  Field,11.3,mg/L,2,,,,,,,,,Hydrolab (02-01-005-002),,KCEL
108377,108377,47559,L46203-45,08/11/2008 10:37,25,Large Lakes,Lake Washington,890,Lake Washington south of I-90,Total Nitrogen,0.302,mg/L,2,,0.05,0.1,,,,,,SM4500-N-C (331V3)C,08/13/2008,KCEL
117415,117415,50560,L38807-106,04/17/2006 11:57:00 AM,3,Large Lakes,Lake Washington,840,Lake Washington east of Mercer Island,pH  Field,9,pH,2,,,,,,,,,Hydrolab (02-01-005-002),,KCEL
138472,138472,54299,8711551,10/13/1987 12:00:00 AM,1,Large Lakes,Lake Union/Ship Canal,512,Ship Canal above locks,pH,7.7,pH,2,,,,7.7||King County Nstream Database/B53311,,,,,,,KCEL
19415,,20130,L2215-9,10/11/1993 12:20,,Streams and Rivers,Evans,B484,Evans Creek at NE Union Hill Rd,Enterococcus,58,CFU/100ml,2,,,,,,,,,SM-9230 C ed.17,,KCEL
71109,71109,41216,L66919-44,01/09/2017 9:55,50.2,Large Lakes,Lake Washington,852,Lake Washington Madison Park,Conductivity  Field,98.3,umhos/cm,2,,0.5,10,,,,,,KCEL SOP# 245,01/09/2017,KCEL
149295,149295,58304,8413331,04/02/1984 0:00,15,Large Lakes,Lake Sammamish,612,Lake Sammamish mid-lake central,Temperature,7.9,deg C,2,,,,7.9||King County Lakes Database/LM3,,,,,,,KCEL
76063,76063,42666,L50662-10,04/12/2010 11:08,8,Large Lakes,Lake Union/Ship Canal,A522,Lake Union near west shore,Conductivity  Field,97.2,umhos/cm,2,,0.5,10,,,,,,HYDROLAB,,KCEL
26620,,8110,L35454-14,05/09/2005 8:05,,Streams and Rivers,Pipers,KSHZ06,Pipers Creek mouth,Dissolved Oxygen  Field,10,mg/L,2,,0.5,1,,,,,,Hydrolab (02-01-005-002),,KCEL
96439,96439,45474,L21365-2,07/02/2001 9:22,1,Large Lakes,Lake Sammamish,614,Lake Sammamish near Issaquah Creek,Turbidity,0.73,NTU,2,<RDL,0.5,2,,,,,,SM2130-B (03-01-011-002),07/03/2001,KCEL
54634,54634,42121,L59920-38,03/24/2014 09:58:00 AM,5,Large Lakes,Lake Sammamish,612,Lake Sammamish mid-lake central,Ammonia Nitrogen,,mg/L,2,<MDL,0.002,0.01,,,,,,KEROUEL & AMINOT 1997,03/26/2014,KCEL
27181,,3238,L37743-3,12/12/2005 9:40,,Streams and Rivers,Venema,KTHA03,Venema Creek at Pipers Creek Trail,Total Nitrogen,1.55,mg/L,2,,0.05,0.1,,,,,,SM4500-N-C (03-03-013-002),12/15/2005,KCEL
82376,82376,43591,L54358-10,10/12/2011 10:59,1,Large Lakes,Lake Washington,804,Lake Washington north end,Silica,4.98,mg/L,2,,0.05,0.1,,,,,,WHITLEDGE 1981,10/26/2011,KCEL
41875,41875,40807,L50968-38,05/26/2010 10:54:00 AM,12,Large Lakes,Lake Sammamish,611,Lake Sammamish mid-lake north,pH  Field,7.41,pH,2,,,,,,,,,HYDROLAB,,KCEL
12276,12276,16556,8515220,05/16/1985 12:00:00 AM,1,Streams and Rivers,Issaquah,A631,Issaquah Creek upstream of hatchery,Turbidity,1.1,NTU,2,,,,1.1||King County Nstream Database/RS4,,,,,,,KCEL
101678,101678,46145,9209139,04/21/1992 12:00:00 AM,1,Large Lakes,Lake Sammamish,622,Lake Sammamish near George Davis Creek,Orthophosphate Phosphorus,,mg/L,2,<MDL,0.005,,.005||King County Lakes Database/B53301,,,,,SM4500-P-F,,KCEL
72993,72993,43098,L13282-9,05/04/1998 16:12,14,Large Lakes,Lake Union/Ship Canal,A522,Lake Union near west shore,Total Phosphorus,0.0056,mg/L,2,<RDL,0.005,0.01,,,,,,SM4500-P-B E,05/07/1998,KCEL
105222,105222,47534,L25763-24,09/17/2002 12:00:00 AM,1,Large Lakes,Lake Washington,890,Lake Washington south of I-90,Secchi Transparency,5.5,m,2,,,,,,,,,NONE,,KCEL
139571,139571,54753,L22265-21,10/01/2001 10:25,1,Large Lakes,Lake Washington,834,Lake Washington Meydenbauer Bay,pH  Field,7.7,pH,2,,,,,,,,,NONE,,KCEL
66371,66371,41485,L54665-27,11/14/2011 11:11:00 AM,13,Large Lakes,Lake Washington,852,Lake Washington Madison Park,Dissolved Oxygen Saturation  Field,85.4,%,2,,,,,,,,,HYDROLAB,,KCEL
164942,164942,71072,8904688,03/27/1989 12:00:00 AM,1,Marine Intertidal,Central Puget Sound,KSHZ03,Carkeek Park - Piper's Creek Outflow,Fecal Coliform,52,ORG/100ml,1,,,,.5200E+02||TBACTS Database King County IBM/B53409,,,,,F,,KCEL
33358,,16776,L61570-10,11/03/2014 8:17,,Streams and Rivers,Snoqualmie - South Fork,SFK_SNQ,South Fork Snoqualmie at Snoqualmie Valley Trail,Orthophosphate Phosphorus,0.014,mg/L,2,,0.0005,0.002,,,,,,SM4500-P-F,11/12/2014,KCEL
13592,13592,38885,8708310,08/12/1987 0:00,1,Streams and Rivers,Green,311,Green River at Interurban,Enterococcus,83,ORG/100g,2,,,,83||King County Nstream Database/B53311,,,,,L,,KCEL
63917,63917,41533,L47136-49,12/09/2008 11:27,7,Large Lakes,Lake Washington,852,Lake Washington Madison Park,Dissolved Oxygen Saturation  Field,83.5,%,2,,,,,,,,,HYDROLAB (SOP 205V4),,KCEL
107455,107455,47436,L42739-94,05/14/2007 11:16:00 AM,47,Large Lakes,Lake Washington,890,Lake Washington south of I-90,Temperature,7.5,deg C,2,,,,,,,,,Hydrolab (02-01-005-002),,KCEL
84607,84593,44448,L26731-20,12/02/2002 9:47,1,Large Lakes,Lake Washington,826,Lake Washington off Sand Point,Temperature,10.5,deg C,2,,,,,,,,,,,KCEL
87758,87758,44565,L45655-1,05/12/2008 9:19,1,Large Lakes,Lake Washington,826,Lake Washington off Sand Point,Conductivity  Field,100,umhos/cm,2,,0.5,10,,,,,,HYDROLAB (SOP 205V4),,KCEL
29825,,30270,L46860-9,11/04/2008 13:13,,Streams and Rivers,Sammamish,486,Sammamish River at NE Marymoor Way,Total Nitrogen,0.287,mg/L,2,,0.05,0.1,,,,,,SM4500-N-C (331V3)C,11/06/2008,KCEL
150798,150798,58423,8413493,07/25/1984 12:00:00 AM,1,Large Lakes,Lake Washington,807,Lake Washington Juanita Bay,Conductivity,93,umhos/cm,2,,,,93||King County Lakes Database/LM3,,,,,,,KCEL
66824,66824,41734,L56099-52,06/26/2012 11:37:00 AM,10.1,Large Lakes,Lake Washington,852,Lake Washington Madison Park,Dissolved Oxygen Saturation  Field,88,%,2,,,,,,,,,HYDROLAB,,KCEL
80393,80393,43218,L43411-15,08/13/2007 11:05:00 AM,1,Large Lakes,Lake Washington,807,Lake Washington Juanita Bay,Orthophosphate Phosphorus,,mg/L,2,<MDL,0.002,0.005,,,,,,SM4500-P-F (03-03-012-004),08/15/2007,KCEL
91335,91335,44418,L58516-45,07/24/2013 10:16:00 AM,21,Large Lakes,Lake Washington,826,Lake Washington off Sand Point,pH  Field,7.32,pH,2,,,,,,,,,HYDROLAB,07/24/2013,KCEL
169174,169174,75053,L72475-66,05/29/2019 10:11:00 AM,24,Large Lakes,Lake Sammamish,612,Lake Sammamish mid-lake central,BGA PC  Field,,ug/L,1,<MDL,0.5,1,,,,,,KCEL SOP# 245,05/29/2019,KCEL
49490,49490,41940,L39721-26,06/19/2006 09:50:00 AM,20.1,Large Lakes,Lake Sammamish,612,Lake Sammamish mid-lake central,Dissolved Oxygen  Field,7.9,mg/L,2,,0.5,1,,,,,,Hydrolab (02-01-005-002),,KCEL
10745,10744,4101,8215580,08/19/1982 12:00:00 AM,1,Streams and Rivers,Green,3106,Green River at Starfire Way,Nitrite + Nitrate Nitrogen,0.634,mg/L,2,,,,.634||King County Nstream Database/RS4,,,,,,,KCEL
77428,77428,43213,L58810-11,09/10/2013 8:49,8,Large Lakes,Lake Union/Ship Canal,A522,Lake Union near west shore,Chlorophyll  Field,22.5,ug/L,2,,0.5,1,,,,,,HYDROLAB,09/10/2013,KCEL
181291,,77589,L16220-11,09/14/1999 02:37:00 PM,,Streams and Rivers,Duwamish,307,Duwamish River at South Park Bridge,Dissolved Oxygen  Field,10,mg/L,2,,,10,,,,,,NONE,,KCEL
117356,117356,50502,L38264-17,03/06/2006 12:31,1.2,Large Lakes,Lake Washington,840,Lake Washington east of Mercer Island,Total Phosphorus,0.0174,mg/L,2,,0.005,0.01,,,,,,SM4500-P-B FMOD(03-03-013-002),03/08/2006,KCEL
23345,,35536,L20778-13,04/30/2001 12:48:00 PM,,Streams and Rivers,Forbes,456,Forbes Creek backwater,pH  Field,7.2,pH,2,,,,,,,,,NONE,,KCEL
100469,100469,47331,L17617-16,04/05/2000 13:58,5,Large Lakes,Lake Sammamish,M621,Lake Sammamish near Pine Lake Creek,Total Phosphorus,0.0091,mg/L,2,<RDL,0.005,0.01,,,,,,SM4500-P-B Fmod(03-03-013-000),04/06/2000,KCEL
39526,39526,41082,L38995-62,05/03/2006 12:22,22,Large Lakes,Lake Sammamish,611,Lake Sammamish mid-lake north,Temperature,7.5,deg C,2,,,,,,,,,Hydrolab (02-01-005-002),,KCEL
32493,,3840,L58847-1,10/07/2013 9:32,,Streams and Rivers,Idylwood,A620,Idylwood Creek mouth at Idylwood Park,Orthophosphate Phosphorus,0.0191,mg/L,2,,0.0005,0.005,,,,,,SM4500-P-F,10/09/2013,KCEL
75552,75552,43381,L46896-10,10/27/2008 12:46:00 PM,5,Large Lakes,Lake Union/Ship Canal,A522,Lake Union near west shore,Chlorophyll  Field,54.5,ug/L,2,,0.5,1,,,,,,HYDROLAB (SOP 205V4),,KCEL
158831,158831,68809,L71202-37,10/22/2018 09:54:00 AM,21,Large Lakes,Lake Washington,826,Lake Washington off Sand Point,Conductivity  Field,93.4,umhos/cm,1,,0.5,10,,,,,,KCEL SOP# 245,10/22/2018,KCEL
78730,78730,42771,L65539-10,05/23/2016 08:17:00 AM,6,Large Lakes,Lake Union/Ship Canal,A522,Lake Union near west shore,Chlorophyll  Field,5.4,ug/L,2,,0.5,1,,,,,,KCEL SOP# 245,05/23/2016,KCEL
114580,114580,49347,L35458-68,05/02/2005 11:49,3.1,Large Lakes,Lake Washington,832,Lake Washington near Coal Creek,Conductivity  Field,106,umhos/cm,2,,0.5,10,,,,,,Hydrolab (02-01-005-002),,KCEL
53488,53488,41938,L56221-31,07/24/2012 10:00:00 AM,15,Large Lakes,Lake Sammamish,612,Lake Sammamish mid-lake central,Temperature,9.22,deg C,2,,,,,,,,,HYDROLAB,,KCEL
167036,,73440,L47200-1,01/21/2009 02:50:00 PM,,Marine Intertidal,Central Puget Sound,LSVW01,Fauntleroy Cove Beach,Temperature,7.9,deg C,1,,,,,,,,,NONE,,KCEL
18426,,35859,L14620-6,12/29/1998 11:25:00 AM,,Streams and Rivers,Springbrook/Black River,317,Springbrook Creek mouth at SW 16th St,Enterococcus,1000,CFU/100ml,2,,,,,,,,,SM-9230 C ed.17,12/31/1998,KCEL
25084,,21622,L28768-1,07/14/2003 08:35:00 AM,,Streams and Rivers,Longfellow,C370,Longfellow Creek at SW Yancy St,Total Suspended Solids,3.03,mg/L,2,,0.5,1.1,,,,,,SM2540-D (03-01-009-002),07/16/2003,KCEL
