Sample ID,Grab ID,Profile ID,Sample Number,Collect DateTime,Depth (m),Site Type,Area,Locator,Site,Parameter,Value,Units,QualityId,Lab Qualifier,MDL,RDL,Text Value,Sample Info,Steward Note,Replicates,Replicate Of,Method,Date Analyzed,Data Source
139913,139913,54899,L33669-19,11/01/2004 13:50,7,Large Lakes,Lake Washington,834,Lake Washington Meydenbauer Bay,Ammonia Nitrogen,,mg/L,2,<MDL,0.01,0.02,,,,,,SM4500-NH3-G (03-03-012-002),11/02/2004,KCEL
158445,,68771,L71062-5,10/09/2018 10:24,,Streams and Rivers,Sammamish,0450CC,Sammamish River at NE 145th St,Conductivity  Field,134,umhos/cm,2,,0.5,10,,,,,,KCEL SOP# 245,10/09/2018,KCEL
92016,92016,44345,L61013-36,08/12/2014 11:08,35.3,Large Lakes,Lake Washington,826,Lake Washington off Sand Point,Dissolved Oxygen  Field,8.8,mg/L,2,,0.5,1,,,,,,HYDROLAB,08/12/2014,KCEL
40612,40612,40931,L45374-57,03/25/2008 12:18:00 PM,19.1,Large Lakes,Lake Sammamish,611,Lake Sammamish mid-lake north,Temperature,6.89,deg C,2,,,,,,,,,HYDROLAB (SOP 205V4),,KCEL
24895,,27208,L27966-4,04/15/2003 10:40:00 AM,,Streams and Rivers,Issaquah,A632,Issaquah Creek North Fork mouth at 4th Ave NW,Temperature,10.9,deg C,2,,,,,,,,,Hydrolab (02-01-005-002),,KCEL
150871,150871,58753,8213652,12/20/1982 12:00:00 AM,1,Large Lakes,Lake Washington,807,Lake Washington Juanita Bay,Pheophytin a,1.15,mg/m3,2,,,,1.15||King County Lakes Database/LM2,,,,,,,KCEL
129550,129550,49876,L45575-103,04/28/2008 01:39:00 PM,1,Large Lakes,Lake Washington,829,Lake Washington south end,Temperature,9.98,deg C,2,,,,,,,,,HYDROLAB (SOP 205V4),,KCEL
13666,13666,23002,8710144,09/16/1987 12:00:00 AM,1,Streams and Rivers,Jenkins,D320,Jenkins Creek at Kent Black Diamond Rd SE,pH  Field,7.6,pH,2,,,,7.6||King County Nstream Database/B53311,,,,,,,KCEL
124099,124099,50103,L48860-100,07/27/2009 01:28:00 PM,15,Large Lakes,Lake Washington,831,Lake Washington mid-lake south,Conductivity  Field,94.1,umhos/cm,2,,0.5,10,,,,,,HYDROLAB,,KCEL
153580,153580,59970,8515250,06/12/1985 0:00,1,Streams and Rivers,Juanita,C446,Juanita Creek at NE 132nd St,Temperature,14.1,deg C,2,,,,14.1||King County Nstream Database/RS4,,,,,,,KCEL
30970,,34910,L52677-2,03/07/2011 8:48,,Streams and Rivers,Springbrook/Black River,317,Springbrook Creek mouth at SW 16th St,Storm Or Non-Storm,,none,2,,,,N,,,,,NONE,,KCEL
161467,,69674,L71988-7,04/09/2019 11:54,,Streams and Rivers,Issaquah,A631,Issaquah Creek upstream of hatchery,Temperature,9.2,deg C,2,,,,,,,,,KCEL SOP# 245,04/09/2019,KCEL
151608,,59138,L69124-7,12/13/2017 11:58:00 AM,,Streams and Rivers,Juanita,446,Juanita Creek mouth at NE Juanita Dr,Turbidity,2.41,NTU,2,,0.2,0.5,,,,,,SM2130-B,12/15/2017,KCEL
80953,80953,43845,9208245,03/23/1992 12:00:00 AM,1,Large Lakes,Lake Washington,804,Lake Washington north end,Ammonia Nitrogen,0.022,mg/L,2,,,,.022||King County Lakes Database/B53301,,,,,none,,KCEL
50194,50194,41776,L43247-28,07/10/2007 10:08,19,Large Lakes,Lake Sammamish,612,Lake Sammamish mid-lake central,Dissolved Oxygen Saturation  Field,42.3,%,2,,,,,,,,,Hydrolab (02-01-005-002),,KCEL
119138,119138,50118,L8326-25,04/23/1996 12:55:00 PM,5,Large Lakes,Lake Washington,840,Lake Washington east of Mercer Island,Total Phosphorus,0.02,mg/L,2,,0.005,0.01,,,,,,SM4500-P-B E,,KCEL
123330,123330,50292,L45838-105,05/28/2008 11:05:00 AM,23,Large Lakes,Lake Washington,831,Lake Washington mid-lake south,Dissolved Oxygen  Field,10.2,mg/L,2,,0.5,1,,,,,,HYDROLAB (SOP 205V4),,KCEL
12116,12116,35181,8515017,01/16/1985 12:00:00 AM,1,Streams and Rivers,Bear,484,Bear Creek downstream of Redmond Way,Nitrite + Nitrate Nitrogen,0.864,mg/L,2,,,,.864||King County Nstream Database/RS4,,,,,,,KCEL
118618,118618,49632,L45838-131,05/28/2008 11:31:00 AM,22.1,Large Lakes,Lake Washington,840,Lake Washington east of Mercer Island,Temperature,8.21,deg C,2,,,,,,,,,HYDROLAB (SOP 205V4),,KCEL
134908,134908,52579,L45008-3,01/15/2008 10:24:00 AM,1,Large Lakes,Lake Union/Ship Canal,518,Ship Canal near Fremont Bridge,Dissolved Oxygen  Field,10.7,mg/L,2,,0.5,1,,,,,,Hydrolab (02-01-005-002),,KCEL
18967,,32972,L15992-15,08/09/1999 15:36,,Streams and Rivers,Bear,484,Bear Creek downstream of Redmond Way,Nitrite + Nitrate Nitrogen,0.422,mg/L,2,,0.02,0.04,,,,,,SM4500-NO3-F (03-03-012-000),08/11/1999,KCEL
12275,12275,11100,8515219,05/16/1985 12:00:00 AM,1,Streams and Rivers,Tibbetts,A630,Tibbetts Creek,Total Suspended Solids,4.67,mg/L,2,,,,4.67||King County Nstream Database/RS4,,,,,,,KCEL
74912,74912,42960,L42429-13,04/10/2007 9:41,8,Large Lakes,Lake Union/Ship Canal,A522,Lake Union near west shore,pH  Field,8.4,pH,2,,,,,,,,,Hydrolab (02-01-005-002),,KCEL
139655,139655,55065,L24431-22,06/03/2002 10:39,7,Large Lakes,Lake Washington,834,Lake Washington Meydenbauer Bay,Dissolved Oxygen  Field,11,mg/L,2,,,,,,,,,Hydrolab (02-01-005-002),,KCEL
106722,106722,47671,L38807-54,04/17/2006 10:05:00 AM,17,Large Lakes,Lake Washington,890,Lake Washington south of I-90,pH  Field,8.3,pH,2,,,,,,,,,Hydrolab (02-01-005-002),,KCEL
71745,71745,41577,L68613-75,09/12/2017 10:43,45.1,Large Lakes,Lake Washington,852,Lake Washington Madison Park,pH  Field,7.25,pH,2,,,,,,,,,KCEL SOP# 245,09/12/2017,KCEL
58790,58790,41481,L19330-1,12/05/2000 11:54,1,Large Lakes,Lake Washington,852,Lake Washington Madison Park,Enterococcus,0,CFU/100ml,2,,,,,,,,,SM-9230 C ed.17,12/07/2000,KCEL
90063,90063,44633,L53513-16,06/28/2011 12:40:00 PM,39.9,Large Lakes,Lake Washington,826,Lake Washington off Sand Point,Total Nitrogen,0.347,mg/L,2,,0.05,0.1,,,,,,SM4500-N-C,07/01/2011,KCEL
20556,,34108,L5351-7,02/14/1995 11:24:00 AM,,Streams and Rivers,Sammamish,450,Sammamish River mouth at 68th Ave NE,Storm Or Non-Storm,,none,2,,,,N,,,,,,,KCEL
158937,158937,68811,L71203-21,10/23/2018 09:04:00 AM,21.1,Large Lakes,Lake Sammamish,SAMMBUOY,Lake Sammamish YSI Profiler Buoy,Conductivity  Field,112,umhos/cm,1,,0.5,10,,,,,,KCEL SOP# 245,10/23/2018,KCEL
31468,,24187,L54975-2,03/13/2012 06:10:00 PM,,Streams and Rivers,Ravensdale,LSIN9,Ravensdale mouth,Total Alkalinity,37,mg CaCO3/L,2,,1,5,,,,,,SM2320-B,03/15/2012,KCEL
10170,10170,3709,8115646,10/22/1981 12:00:00 AM,1,Streams and Rivers,Green,A319,Green River at SE Auburn-Black Diamond Rd,Fecal Coliform,8,ORG/100ml,6,E,,,8||King County Nstream Database/RS3,,,,,,,KCEL
73988,73988,43052,L3134-3,03/07/1994 15:34,1,Large Lakes,Lake Union/Ship Canal,A522,Lake Union near west shore,Turbidity,1,NTU,2,,0.5,1,,,,,,SM2130-B,,KCEL
129552,129552,49876,L45575-105,04/28/2008 01:40:00 PM,9.2,Large Lakes,Lake Washington,829,Lake Washington south end,Dissolved Oxygen  Field,12.6,mg/L,2,,0.5,1,,,,,,HYDROLAB (SOP 205V4),,KCEL
97596,97596,45372,L7909-2,03/06/1996 9:31,1,Large Lakes,Lake Sammamish,614,Lake Sammamish near Issaquah Creek,Dissolved Oxygen  Field,11.7,mg/L,2,,,,,,,,,NONE,,KCEL
107131,107131,47708,L40865-97,10/16/2006 11:21:00 AM,17,Large Lakes,Lake Washington,890,Lake Washington south of I-90,Chlorophyll  Field,2.9,ug/L,2,,0.5,1,,,,,,Hydrolab (02-01-005-002),,KCEL
133722,133722,53997,L8714-2,06/03/1996 16:50,3,Large Lakes,Lake Union/Ship Canal,536,Ship Canal under I-5 bridge,Conductivity  Field,100,umhos/cm,2,,,,,,,,,NONE,,KCEL
23363,,34074,L20780-11,04/30/2001 02:40:00 PM,,Streams and Rivers,Bear,484,Bear Creek downstream of Redmond Way,Conductivity  Field,116,umhos/cm,2,,,,,,,,,NONE,,KCEL
49668,49668,42107,L40451-27,09/05/2006 11:58,21,Large Lakes,Lake Sammamish,612,Lake Sammamish mid-lake central,Chlorophyll  Field,1.9,ug/L,2,,0.5,1,,,,,,Hydrolab (02-01-005-002),,KCEL
56220,56220,41436,L65253-39,04/26/2016 10:43:00 AM,1,Large Lakes,Lake Sammamish,612,Lake Sammamish mid-lake central,Silica,8.15,mg/L,2,,0.05,0.1,,,,,,WHITLEDGE 1981,04/27/2016,KCEL
126209,126209,50373,L58909-31,10/14/2013 12:56:00 PM,9.5,Large Lakes,Lake Washington,831,Lake Washington mid-lake south,Orthophosphate Phosphorus,0.00087,mg/L,2,<RDL,0.0005,0.002,,,,,,SM4500-P-F,10/25/2013,KCEL
82702,82702,43944,L62842-60,05/12/2015 12:13,8.2,Large Lakes,Lake Washington,804,Lake Washington north end,BGA PC  Field,,ug/L,2,<MDL,0.5,1,,,,,,KCEL SOP# 245,05/12/2015,KCEL
114280,114280,49008,8513267,03/26/1985 12:00:00 AM,1,Large Lakes,Lake Washington,832,Lake Washington near Coal Creek,Chlorophyll a,14.9,mg/m3,2,,,,14.95||King County Lakes Database/B53201,,,,,,,KCEL
21315,,40562,L7505-7,12/12/1995 14:45,,Streams and Rivers,Newaukum,322,Newaukum Creek mouth at 212th Way SE,Turbidity,2.8,NTU,2,,0.5,1,,,,,,SM2130-B,,KCEL
10470,10470,37597,8215171,03/24/1982 12:00:00 AM,1,Streams and Rivers,May,440,May Creek mouth at Lake Washington Blvd N,Temperature,8,deg C,2,,,,8.0||King County Nstream Database/RS3,,,,,,,KCEL
12233,12233,17167,8515166,04/18/1985 12:00:00 AM,1,Streams and Rivers,Mill,A315,Mill Creek near 68th Ave S and S 262nd St,Nitrite + Nitrate Nitrogen,0.485,mg/L,2,,,,.485||King County Nstream Database/RS4,,,,,,,KCEL
172585,172585,75619,L72417-37,06/03/2019 11:14,75.1,Marine Offshore,Central Puget Sound,LTED04,South Central Elliott Bay,Surface Light Intensity (PAR),2490,umol/sm2,1,,,,,,,,,CTD,06/03/2019,KCEL
25020,,36712,L28479-3,06/10/2003 10:49,,Streams and Rivers,Lyon,430,Lyon Creek mouth at Bothell Way NE,Temperature,13.3,deg C,2,,,,,,,,,Hydrolab (02-01-005-002),,KCEL
166084,,72495,L55455-8,04/18/2012 08:53:00 AM,,Marine Intertidal,Central Puget Sound,KSYV02,Magnolia CSO,Ammonia Nitrogen,0.0331,mg/L,1,,0.005,0.01,,,,,,KEROUEL & AMINOT 1997,04/26/2012,KCEL
76740,76740,42831,L54934-17,01/09/2012 9:00,13,Large Lakes,Lake Union/Ship Canal,A522,Lake Union near west shore,Dissolved Oxygen  Field,10.6,mg/L,2,,0.5,1,,,,,,HYDROLAB,,KCEL
45029,45029,40916,L67599-28,04/13/2017 10:48:00 AM,1.1,Large Lakes,Lake Sammamish,611,Lake Sammamish mid-lake north,pH  Field,9.06,pH,2,,,,,,,,,KCEL SOP# 245,04/13/2017,KCEL
108625,108625,47423,L47020-107,11/13/2008 01:07:00 PM,46.9,Large Lakes,Lake Washington,890,Lake Washington south of I-90,Dissolved Oxygen  Field,4.8,mg/L,2,,0.5,1,,,,,,HYDROLAB (SOP 205V4),,KCEL
41082,41082,40792,L47271-45,01/13/2009 11:29:00 AM,20,Large Lakes,Lake Sammamish,611,Lake Sammamish mid-lake north,Dissolved Oxygen  Field,10.1,mg/L,2,,0.5,1,,,,,,HYDROLAB (SOP 205V4),,KCEL
128485,,49639,L13192-19,04/20/1998 02:35:00 PM,,Large Lakes,Lake Washington,829,Lake Washington south end,Total Phosphorus,0.0063,mg/L,2,<RDL,0.005,0.01,,,,,,SM4500-P-B E,04/21/1998,KCEL
57780,57780,41537,L11568-23,08/04/1997 11:16,35,Large Lakes,Lake Washington,852,Lake Washington Madison Park,Conductivity  Field,87.8,umhos/cm,2,,,,,,,,,NONE,,KCEL
10618,10618,33582,8215410,06/16/1982 12:00:00 AM,1,Streams and Rivers,Bear,484,Bear Creek downstream of Redmond Way,Temperature,15.9,deg C,2,,,,15.9||King County Nstream Database/RS3,,,,,,,KCEL
42023,42023,40733,L51505-21,08/11/2010 9:56,19,Large Lakes,Lake Sammamish,611,Lake Sammamish mid-lake north,Chlorophyll  Field,2.5,ug/L,2,,0.5,1,,,,,,HYDROLAB,,KCEL
26276,,14757,L34113-1,12/07/2004 9:45,,Streams and Rivers,Mill,A315,Mill Creek near 68th Ave S and S 262nd St,Turbidity,8.48,NTU,2,,0.5,2,,,,,,SM2130-B (03-01-011-003),12/08/2004,KCEL
16629,16629,11166,9213877,10/20/1992 12:00:00 AM,1,Streams and Rivers,Pipers,KTHA02,Pipers Creek upstream of S Ridge Trail,Enterococcus,180,ORG/100g,6,E,,,180||King County Nstream Database/B53311,,,,,L,,KCEL
133387,133387,52834,L40511-5,10/02/2006 11:23,3,Large Lakes,Lake Union/Ship Canal,536,Ship Canal under I-5 bridge,Turbidity,0.79,NTU,2,<RDL,0.5,2,,,,,,SM2130-B (03-01-011-003),10/04/2006,KCEL
51426,51426,41913,L4834-8,11/01/1994 12:48,15,Large Lakes,Lake Sammamish,612,Lake Sammamish mid-lake central,Conductivity  Field,111,umhos/cm,2,,,,,,,,,Hydro lab Probe,,KCEL
156479,156479,68246,L70317-113,06/11/2018 11:45,45.1,Large Lakes,Lake Washington,WABUOY,Lake Washington YSI Profiler Buoy,Temperature,7.9,deg C,1,,,,,,,,,KCEL SOP# 245,06/11/2018,KCEL
120329,120329,50278,L2148-18,10/04/1993 13:19,1,Large Lakes,Lake Washington,831,Lake Washington mid-lake south,Pheophytin a,2.6,mg/m3,2,,0.01,0.05,,,,,,SM10200-H,,KCEL
86265,86265,44436,L38993-1,05/01/2006 9:34,1,Large Lakes,Lake Washington,826,Lake Washington off Sand Point,Conductivity  Field,104,umhos/cm,2,,0.5,10,,,,,,Hydrolab (02-01-005-002),,KCEL
123660,123660,49695,L46895-114,10/27/2008 02:05:00 PM,6.1,Large Lakes,Lake Washington,831,Lake Washington mid-lake south,Dissolved Oxygen Saturation  Field,89.5,%,2,,,,,,,,,HYDROLAB (SOP 205V4),,KCEL
28936,,3786,L44655-3,12/11/2007 7:45,,Streams and Rivers,Tahlequah,VA37A,Tahlequah Creek mouth at SW Pohl Rd,Total Nitrogen,2.1,mg/L,2,,0.05,0.1,,,,,,SM4500-N-C (03-03-013-003)C,12/13/2007,KCEL
153496,153496,59924,7715261,08/10/1977 0:00,1,Streams and Rivers,Juanita,C446,Juanita Creek at NE 132nd St,Dissolved Oxygen,6.9,mg/L,2,,,,6.90||King County Nstream Database/BSJ,,,,,,,KCEL
97675,97674,44931,L9282-2,08/21/1996 11:28:00 AM,1,Large Lakes,Lake Sammamish,614,Lake Sammamish near Issaquah Creek,Orthophosphate Phosphorus,0.008,mg/L,2,,0.002,0.005,,,,,,SM4500-P-F,,KCEL
158920,158920,68814,L71202-6,10/22/2018 08:37:00 AM,3,Large Lakes,Lake Union/Ship Canal,A522,Lake Union near west shore,Chlorophyll  Field,9,ug/L,1,,0.5,1,,,,,,KCEL SOP# 245,10/22/2018,KCEL
129719,129719,49475,L835-15,04/19/1993 11:34:00 AM,1,Large Lakes,Lake Washington,829,Lake Washington south end,Enterococcus,3,CFU/100ml,2,,,,,,,,,SM-9230 C ed.17,,KCEL
86881,86881,44278,L42193-137,03/13/2007 02:10:00 PM,13,Large Lakes,Lake Washington,826,Lake Washington off Sand Point,Dissolved Oxygen  Field,11.9,mg/L,2,,0.5,1,,,,,,Hydrolab (02-01-005-002),,KCEL
149777,149777,58387,7415300,02/14/1974 12:00:00 AM,5,Large Lakes,Lake Union/Ship Canal,532,Lake Union east shore,Turbidity,1.5,NTU,2,,,,1.5||King County Nstream Database/LUN,,,,,,,KCEL
26554,,4156,L35229-10,04/12/2005 12:58,,Streams and Rivers,Idylwood,A620,Idylwood Creek mouth at Idylwood Park,Total Alkalinity,86.3,mg CaCO3/L,2,,1,10,,,,,,SM2320-B (03-03-001-003),04/19/2005,KCEL
60665,60665,42035,L33165-2,09/07/2004 13:46,1.2,Large Lakes,Lake Washington,852,Lake Washington Madison Park,Secchi Transparency,7.2,m,2,,,,,,,,,NONE,,KCEL
124198,124198,50535,L49181-106,09/14/2009 01:26:00 PM,17,Large Lakes,Lake Washington,831,Lake Washington mid-lake south,pH  Field,6.93,pH,2,,,,,,,,,HYDROLAB,,KCEL
124759,124759,49647,L51504-89,08/10/2010 13:57,1,Large Lakes,Lake Washington,831,Lake Washington mid-lake south,Temperature,20.4,deg C,2,,,,,,,,,HYDROLAB,,KCEL
161953,161952,69796,L71678-14,02/19/2019 08:51:00 AM,200,Marine Offshore,Central Puget Sound,KSBP01,Jefferson Head,Salinity  Field,29.9,PSS,1,,,,,,,,,CTD,02/19/2019,KCEL
127212,127212,50374,L64441-68,12/07/2015 11:26,17.1,Large Lakes,Lake Washington,831,Lake Washington mid-lake south,Dissolved Oxygen Saturation  Field,87.3,%,2,,,,,,,,,KCEL SOP# 245,12/07/2015,KCEL
38078,38078,41134,L25118-20,08/07/2002 11:48,1,Large Lakes,Lake Sammamish,611,Lake Sammamish mid-lake north,E. coli,0,CFU/100ml,2,,,,,,,,,METRO MC SOP 6.5.1,08/08/2002,KCEL
80968,80968,44174,9212843,09/08/1992 0:00,1,Large Lakes,Lake Washington,804,Lake Washington north end,Fecal Coliform,,MPN/100g,2,<MDL,1,,1||King County Lakes Database/B53301,,,,,F,,KCEL
63338,63337,41811,L45655-44,05/12/2008 11:33,1,Large Lakes,Lake Washington,852,Lake Washington Madison Park,pH  Field,8.43,pH,2,,,,,,,,,HYDROLAB (SOP 205V4),,KCEL
127989,127989,50131,L68447-63,08/14/2017 11:22:00 AM,10.1,Large Lakes,Lake Washington,831,Lake Washington mid-lake south,Dissolved Oxygen  Field,9,mg/L,2,,0.5,1,,,,,,KCEL SOP# 245,08/14/2017,KCEL
76495,76495,42637,L53231-5,05/09/2011 8:31,1,Large Lakes,Lake Union/Ship Canal,A522,Lake Union near west shore,Dissolved Oxygen  Field,12.1,mg/L,2,,0.5,1,,,,,,HYDROLAB,,KCEL
37006,37006,40843,L13754-25,07/06/1998 12:50,22,Large Lakes,Lake Sammamish,611,Lake Sammamish mid-lake north,Conductivity  Field,97.9,umhos/cm,2,,,,,,,,,NONE,,KCEL
133840,,52285,L10042-9,12/09/1996 0:00,,Large Lakes,Lake Union/Ship Canal,518,Ship Canal near Fremont Bridge,Total Coliform,570,CFU/100ml,2,,,,,,,,,SM-9222 B ed. 17,,KCEL
67949,67949,41505,L58676-93,08/28/2013 02:44:00 PM,13,Large Lakes,Lake Washington,852,Lake Washington Madison Park,Dissolved Oxygen  Field,6.1,mg/L,4,R,0.5,1,DO data is biased low due to a failed calibration.,,,,,HYDROLAB,08/28/2013,KCEL
62556,62556,42315,L42921-2,06/11/2007 10:20,1.2,Large Lakes,Lake Washington,852,Lake Washington Madison Park,Sampling Method,,none,2,,,,60201  90151  10012,,,,,NONE,,KCEL
26960,,4560,L36785-9,09/14/2005 11:22:00 AM,,Streams and Rivers,Jenkins,D320,Jenkins Creek at Kent Black Diamond Rd SE,Ammonia Nitrogen,,mg/L,2,<MDL,0.01,0.02,,,,,,SM4500-NH3-G (03-03-012-003),09/16/2005,KCEL
34488,,38275,L64299-3,12/09/2015 9:42,,Streams and Rivers,Springbrook/Black River,317,Springbrook Creek mouth at SW 16th St,Turbidity,9.94,NTU,2,,0.2,0.5,,,,,,SM2130-B,12/11/2015,KCEL
26098,26098,35080,L33219-9,10/12/2004 13:10,1,Streams and Rivers,Sammamish,486,Sammamish River at NE Marymoor Way,Orthophosphate Phosphorus,0.0021,mg/L,2,<RDL,0.002,0.005,,,,,,SM4500-P-F (03-03-012-002),10/13/2004,KCEL
117381,117381,49582,L38579-26,04/03/2006 14:16,15.2,Large Lakes,Lake Washington,840,Lake Washington east of Mercer Island,Total Nitrogen,0.385,mg/L,2,,0.05,0.1,,,,,,SM4500-N-C (03-03-013-002),04/06/2006,KCEL
19470,,33036,L2454-7,12/13/1993 10:50:00 AM,,Streams and Rivers,Newaukum,322,Newaukum Creek mouth at 212th Way SE,Enterococcus,53,CFU/100ml,2,,,,,,,,,SM-9230 C ed.17,,KCEL
156107,156107,68231,L70130-41,05/30/2018 11:08:00 AM,5,Large Lakes,Lake Sammamish,612,Lake Sammamish mid-lake central,Total Nitrogen,0.299,mg/L,1,,0.05,0.1,,,,,,SM4500-N-C,06/19/2018,KCEL
107663,107663,47494,L43612-93,08/13/2007 12:47:00 PM,18,Large Lakes,Lake Washington,890,Lake Washington south of I-90,Dissolved Oxygen Saturation  Field,59.6,%,2,,,,,,,,,Hydrolab (02-01-005-002),,KCEL
41117,,41083,L47413-47,03/10/2009 10:49,,Large Lakes,Lake Sammamish,611,Lake Sammamish mid-lake north,Chlorophyll a,6.18,ug/L,2,,0.54,1.08,,,,,,EPA446.0,03/25/2009,KCEL
80258,80258,43070,L41385-10,01/03/2007 14:11,1,Large Lakes,Lake Washington,807,Lake Washington Juanita Bay,Total Organic Carbon,3.68,mg/L,2,,0.5,1,,,,,,SM5310-B (03-04-001-004),01/24/2007,KCEL
66184,66184,41251,L54011-75,08/23/2011 12:11:00 PM,25,Large Lakes,Lake Washington,852,Lake Washington Madison Park,Temperature,9.35,deg C,2,,,,,,,,,HYDROLAB,,KCEL
76272,76272,42546,L51795-4,09/14/2010 09:18:00 AM,3,Large Lakes,Lake Union/Ship Canal,A522,Lake Union near west shore,Dissolved Oxygen Saturation  Field,94.2,%,2,,,,,,,,,HYDROLAB,,KCEL
162390,162390,58938,L69052-31,12/18/2017 10:40:00 AM,1,Marine Offshore,Central Puget Sound,LTED04,South Central Elliott Bay,Total Nitrogen,0.429,mg/L,1,,0.05,0.1,,,,,,SM4500-N-C,12/28/2017,KCEL
11290,11290,26438,8315426,08/23/1983 12:00:00 AM,1,Streams and Rivers,Green,3106,Green River at Starfire Way,Temperature,17.6,deg C,2,,,,17.6||King County Nstream Database/RS4,,,,,,,KCEL
153214,153214,61299,9212255,08/19/1992 12:00:00 AM,1,Streams and Rivers,Duwamish,309,Duwamish at E Marginal Way,Nitrite + Nitrate Nitrogen,0.18,mg/L,2,,,,.180||King County Nstream Database/B53311,,,,,SM4500-NO3-F,,KCEL
71851,71851,41297,L6886-10,09/11/1995 9:20,55,Large Lakes,Lake Washington,852,Lake Washington Madison Park,Ammonia Nitrogen,,mg/L,2,<MDL,0.02,0.04,,,,,,SM4500-NH3-H,,KCEL
14190,14190,39661,8807091,06/15/1988 12:00:00 AM,1,Streams and Rivers,Springbrook/Black River,317,Springbrook Creek mouth at SW 16th St,Nitrite + Nitrate Nitrogen,0.349,mg/L,2,,,,.349||King County Nstream Database/B53311,,,,,SM4500-NO3-F,,KCEL
61383,61383,41508,L37293-11,11/07/2005 9:56,54.7,Large Lakes,Lake Washington,852,Lake Washington Madison Park,Total Phosphorus,0.0242,mg/L,2,,0.005,0.01,,,,,,SM4500-P-B FMOD(03-03-013-002),11/09/2005,KCEL
38811,38811,40876,L33440-48,09/08/2004 11:16,14.9,Large Lakes,Lake Sammamish,611,Lake Sammamish mid-lake north,Conductivity  Field,105,umhos/cm,2,,0.5,10,,,,,,Hydrolab (02-01-005-002),,KCEL
132844,,51789,L18067-16,06/06/2000 13:26,,Large Lakes,Lake Union/Ship Canal,536,Ship Canal under I-5 bridge,Chlorophyll a,13.5,ug/L,2,,0.15,0.3,,,,,,EPA446.0 (03-02-002-001),06/13/2000,KCEL
79661,79661,43049,L14121-14,09/10/1998 13:22,3,Large Lakes,Lake Washington,807,Lake Washington Juanita Bay,Total Nitrogen,0.193,mg/L,2,,0.05,0.1,,,,,,SM4500-N-D + SM4500-NO3-F,09/11/1998,KCEL
42401,42401,40724,L53337-14,05/24/2011 10:10:00 AM,22,Large Lakes,Lake Sammamish,611,Lake Sammamish mid-lake north,Conductivity  Field,103,umhos/cm,2,,0.5,10,,,,,,HYDROLAB,,KCEL
161312,161312,69589,L72081-118,03/25/2019 12:58:00 PM,21,Large Lakes,Lake Washington,831,Lake Washington mid-lake south,pH  Field,7.68,pH,1,,,,,,,,,KCEL SOP# 245,03/25/2019,KCEL
42657,42657,41036,L54935-31,01/10/2012 9:29,1,Large Lakes,Lake Sammamish,611,Lake Sammamish mid-lake north,pH  Field,7.22,pH,2,,,,,,,,,HYDROLAB,,KCEL
153837,,61635,L25272-13,08/14/2002 09:10:00 AM,,Streams and Rivers,Longfellow,J370,Longfellow Creek at SW Brandon St,Total Suspended Solids,1.4,mg/L,2,,0.5,1,,,,,,SM2540-D (03-01-009-001),08/16/2002,KCEL
119412,119412,49828,L11016-33,05/06/1997 12:48,1,Large Lakes,Lake Washington,831,Lake Washington mid-lake south,Orthophosphate Phosphorus,0.0039,mg/L,2,<RDL,0.002,0.005,,,,,,SM4500-P-F,,KCEL
88672,88672,44625,L48465-46,06/22/2009 11:12:00 AM,35,Large Lakes,Lake Washington,826,Lake Washington off Sand Point,pH  Field,7.26,pH,2,,,,,,,,,HYDROLAB,,KCEL
32576,,24046,L59043-7,11/05/2013 10:54,,Streams and Rivers,Green,B319,Green River at 212th Way SE,Nitrite + Nitrate Nitrogen,0.163,mg/L,2,,0.01,0.04,,,,,,SM4500-NO3-F,11/06/2013,KCEL
5693,,2095,L52460-4,01/19/2011 12:15:00 PM,,Streams and Rivers,Pipers,KTHA01,Piper's Creek,Orthophosphate Phosphorus,0.0455,mg/L,2,,0.002,0.005,,,,,,SM4500-P-F,01/21/2011,KCEL
154819,,67899,L69607-6,03/12/2018 12:04,,Streams and Rivers,Cottage Lake Creek,N484,Cottage Lake Creek at Tolt Pipeline,Temperature,7,deg C,2,,,,,,,,,KCEL SOP# 245,03/12/2018,KCEL
26860,,26412,L36340-2,08/10/2005 9:19,,Streams and Rivers,Green,A319,Green River at SE Auburn-Black Diamond Rd,Temperature,15.7,deg C,2,,,,,,,,,Hydrolab (02-01-005-002),,KCEL
109146,109146,47470,L9962-49,12/03/1996 13:57,40,Large Lakes,Lake Washington,890,Lake Washington south of I-90,Total Phosphorus,0.0172,mg/L,6,E,0.005,0.01,Value suspect due to inconsistency with ORTHOP data,,,,,SM4500-P-B E,,KCEL
31659,,17341,L55755-4,06/04/2012 11:19,,Streams and Rivers,Green,B319,Green River at 212th Way SE,Orthophosphate Phosphorus,0.0027,mg/L,2,<RDL,0.002,0.005,,,,,,SM4500-P-F,06/06/2012,KCEL
30916,,29183,L52386-8,01/03/2011 14:19,,Streams and Rivers,May,440,May Creek mouth at Lake Washington Blvd N,Total Alkalinity,51.8,mg CaCO3/L,2,,1,5,,,,,,SM2320-B,01/06/2011,KCEL
73921,73921,42948,L29444-28,09/02/2003 9:53,12.5,Large Lakes,Lake Union/Ship Canal,A522,Lake Union near west shore,Dissolved Oxygen  Field,0.19,mg/L,2,,,,,,,,,Hydrolab (02-01-005-002),,KCEL
